system,system_seed,rho_A,n,p,rep,T,d,action_dim,method,method_label,status,rank,binary_objective,normalized_binary_quality,quality_ref_binary_objective,continuous_objective,best_continuous_objective,relaxed_objective,solve_seconds,allocated_bytes,gc_seconds,maxrss_bytes,maxrss_mb,matrix_build_seconds,matrix_allocated_bytes,restarts,round_restarts,iterations,best_iteration,best_restart,grad_norm,converged
random,1,0.5000000000000003,3,2,1,2000,4002,2,box_pgd,Box-PGA,ok,,2715.1604839294887,1.0,2715.1604839294887,2715.1604839294887,2715.1604839294887,2715.1604839294887,2.536588084,129425600,0.021937541,1103904768,1052.765625,0.102477166,513341968,16,,802,51,8,1.8548841346465375,true
